brand_name,property,city,room_type,available_contracts,quantity_available,run_time,instalment_id,name,academic_year,price,available,bookable,Contact Form URL,start_date,end_date,contract_length,weeks_remaining,base_hub_url,updated_at,pricing_updated_at
Prestige Student Living,Broadway Studios,Glasgow,Premium Terrace Studio,1,1,2026-07-13T18:55:35Z,1878,Broadway Studios - Premium Terrace Studios - 26/27 - 05/09 - 51wk 2026,2026 / 2027,380,true,Enabled,-,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Broadway+Studios&roomType=Premium+Terrace+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T13:58:04.000000Z,
Prestige Student Living,Broadway Studios,Glasgow,Standard Studio,3,10,2026-07-13T18:55:35Z,7644,Broadway Studios - Standard Studio - 26/27 - 05/09 - 48wk 2026,2026 / 2027,0,false,Disabled,-,2026-09-05,2027-08-07,48,48,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Broadway+Studios&roomType=Standard+Studio&tenancyLength=48+weeks&academicYear=2026+%2F+2027,2026-04-22T13:20:40.000000Z,
Prestige Student Living,Broadway Studios,Glasgow,Standard Studio,3,10,2026-07-13T18:55:35Z,7646,Broadway Studios - Standard Studio - 26/27 - 05/09 - 42wk 2026,2026 / 2027,0,false,Disabled,-,2026-09-05,2027-06-26,42,42,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Broadway+Studios&roomType=Standard+Studio&tenancyLength=42+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:30.000000Z,
Prestige Student Living,Broadway Studios,Glasgow,Standard Studio,3,10,2026-07-13T18:55:35Z,7647,Broadway Studios - Standard Studio - 26/27 - 05/09 - 40wk 2026,2026 / 2027,260,true,Disabled,-,2026-09-05,2027-06-12,40,40,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Broadway+Studios&roomType=Standard+Studio&tenancyLength=40+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:30.000000Z,
Prestige Student Living,Broadway Studios,Glasgow,Standard Studio,3,10,2026-07-13T18:55:35Z,1873,Broadway Studios - Standard Studio - 26/27 - 05/09 - 51wk 2026,2026 / 2027,245,true,Enabled,-,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Broadway+Studios&roomType=Standard+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Broadway Studios,Glasgow,Standard Studio,3,10,2026-07-13T18:55:35Z,1874,Broadway Studios - Standard Studio - 26/27 - 05/09 - 44wk 2026,2026 / 2027,255,true,Enabled,-,2026-09-05,2027-07-10,44,44,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Broadway+Studios&roomType=Standard+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Broadway Studios,Glasgow,Standard Studio Plus,2,10,2026-07-13T18:55:35Z,1869,Broadway Studios - Standard Studio Plus - 26/27 - 05/09 - 51wk 2026,2026 / 2027,255,true,Enabled,-,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Broadway+Studios&roomType=Standard+Studio+Plus&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Broadway Studios,Glasgow,Standard Studio Plus,2,10,2026-07-13T18:55:35Z,1870,Broadway Studios - Standard Studio Plus - 26/27 - 05/09 - 44wk 2026,2026 / 2027,265,true,Enabled,-,2026-09-05,2027-07-10,44,44,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Broadway+Studios&roomType=Standard+Studio+Plus&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Broadway Studios,Glasgow,Studio,2,10,2026-07-13T18:55:35Z,9970,Broadway Studios - Studio - 26/27 - 05/09 - 51wk 2026,2026 / 2027,225,true,Enabled,-,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Broadway+Studios&roomType=Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-07-08T12:08:30.000000Z,
Prestige Student Living,Broadway Studios,Glasgow,Studio,2,10,2026-07-13T18:55:35Z,9972,Broadway Studios - Studio - 26/27 - 05/09 - 44wk 2026,2026 / 2027,235,true,Enabled,-,2026-09-05,2027-07-10,44,44,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Broadway+Studios&roomType=Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-07-08T12:08:30.000000Z,
Prestige Student Living,Broadway Studios,Glasgow,Ultimate Studio,1,1,2026-07-13T18:55:35Z,1876,Broadway Studios - Ultimate Studio - 26/27 - 05/09 - 51wk 2026,2026 / 2027,435,true,Enabled,-,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Broadway+Studios&roomType=Ultimate+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:24.000000Z,
Essential Student Living,Brooke Hall,London,Accessible Studio,1,10,2026-07-08T10:06:38Z,1868,Brooke Hall - Accessible Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,279,true,Disabled,-,2026-09-12,2027-09-04,51,51,https://essential.hfs.bookings.basepms.com/?city=London&property=Brooke+Hall&roomType=Accessible+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Essential Student Living,Brooke Hall,London,Large Studio,1,10,2026-07-08T10:06:38Z,1866,Brooke Hall - Large Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,319,true,Enabled,-,2026-09-12,2027-09-04,51,51,https://essential.hfs.bookings.basepms.com/?city=London&property=Brooke+Hall&roomType=Large+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Essential Student Living,Brooke Hall,London,Large Studio,1,10,2026-07-08T10:06:38Z,1865,Brooke Hall - Large Studio - 25/26 - 28/02 - 17wk 2026,2025 / 2026,260,false,Disabled,-,2026-02-28,2026-06-27,17,0,https://essential.hfs.bookings.basepms.com/?city=London&property=Brooke+Hall&roomType=Large+Studio&tenancyLength=17+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:16.000000Z,
Essential Student Living,Brooke Hall,London,Standard Studio,1,10,2026-07-08T10:06:38Z,1863,Brooke Hall - Standard Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,309,true,Enabled,-,2026-09-12,2027-09-04,51,51,https://essential.hfs.bookings.basepms.com/?city=London&property=Brooke+Hall&roomType=Standard+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Essential Student Living,Brooke Hall,London,Standard Studio,1,10,2026-07-08T10:06:38Z,1862,Brooke Hall - Standard Studio - 25/26 - 28/02 - 17wk 2026,2025 / 2026,250,false,Disabled,-,2026-02-28,2026-06-27,17,0,https://essential.hfs.bookings.basepms.com/?city=London&property=Brooke+Hall&roomType=Standard+Studio&tenancyLength=17+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:16.000000Z,
Homes for Students,Calthorpe Court,Birmingham,Classic 2 Bed Flat,1,1,2026-07-13T18:55:35Z,2027,Calthorpe Court - Classic 2 Bed Flat - 26/27 - 12/09 - 51wk 2026,2026 / 2027,179,true,Enabled,-,2026-09-12,2027-09-04,51,51,https://hfs.bookings.basepms.com/?city=Birmingham&property=Calthorpe+Court&roomType=Classic+2+Bed+Flat&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Homes for Students,Calthorpe Court,Birmingham,Classic 3 Bed Flat,1,1,2026-07-13T18:55:35Z,2029,Classic 3 Bed Flat - 26/27 - 12/09 - 51wk 2026,2026 / 2027,175,true,Enabled,-,2026-09-12,2027-09-04,51,51,https://hfs.bookings.basepms.com/?city=Birmingham&property=Calthorpe+Court&roomType=Classic+3+Bed+Flat&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:26.000000Z,
Homes for Students,Calthorpe Court,Birmingham,Classic Ensuite,4,1,2026-07-13T18:55:35Z,1933,Calthorpe Court - Classic Ensuite - 26/27 - 12/09 - 51wk 2026,2026 / 2027,159,true,Enabled,-,2026-09-12,2027-09-04,51,51,https://hfs.bookings.basepms.com/?city=Birmingham&property=Calthorpe+Court&roomType=Classic+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:26.000000Z,
Homes for Students,Calthorpe Court,Birmingham,Classic Ensuite,4,1,2026-07-13T18:55:35Z,1934,Calthorpe Court - Classic Ensuite - 26/27 - 12/09 - 44wk 2026,2026 / 2027,165,true,Disabled,-,2026-09-12,2027-07-17,44,44,https://hfs.bookings.basepms.com/?city=Birmingham&property=Calthorpe+Court&roomType=Classic+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:26.000000Z,
Homes for Students,Calthorpe Court,Birmingham,Classic Ensuite,4,1,2026-07-13T18:55:35Z,1931,Calthorpe Court - Classic Ensuite - 25/26 - 28/02 - 21wk 2026,2025 / 2026,155,true,Disabled,-,2026-02-28,2026-07-25,21,2,https://hfs.bookings.basepms.com/?city=Birmingham&property=Calthorpe+Court&roomType=Classic+Ensuite&tenancyLength=21+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:16.000000Z,
Homes for Students,Calthorpe Court,Birmingham,Classic Ensuite,4,1,2026-07-13T18:55:35Z,1932,Calthorpe Court - Classic Ensuite - 25/26 - 28/02 - 27wk 2026,2025 / 2026,149,true,Disabled,-,2026-02-28,2026-09-05,27,8,https://hfs.bookings.basepms.com/?city=Birmingham&property=Calthorpe+Court&roomType=Classic+Ensuite&tenancyLength=27+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:16.000000Z,
Homes for Students,Calthorpe Court,Birmingham,Premium Ensuite,0,,2026-07-13T18:55:35Z,1935,Premium Ensuite - 26/27 - 12/09 - 51wk 2026,2026 / 2027,169,false,,,2026-09-12,2027-09-04,51,51,https://hfs.bookings.basepms.com/?city=Birmingham&property=Calthorpe+Court&roomType=Premium+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:26.000000Z,
Homes for Students,Calthorpe Court,Birmingham,Standard Ensuite,0,0,2026-07-13T18:55:35Z,2023,Calthorpe Court - Standard Ensuite - 25/26 - 28/02 - 21wk 2026,2025 / 2026,155,false,Disabled,-,2026-02-28,2026-07-25,21,2,https://hfs.bookings.basepms.com/?city=Birmingham&property=Calthorpe+Court&roomType=Standard+Ensuite&tenancyLength=21+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:21.000000Z,
Homes for Students,Calthorpe Court,Birmingham,Standard Ensuite,0,0,2026-07-13T18:55:35Z,2024,Calthorpe Court - Standard Ensuite - 25/26 - 28/02 - 27wk 2026,2025 / 2026,149,false,Disabled,-,2026-02-28,2026-09-05,27,8,https://hfs.bookings.basepms.com/?city=Birmingham&property=Calthorpe+Court&roomType=Standard+Ensuite&tenancyLength=27+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:21.000000Z,
Homes for Students,Calthorpe Court,Birmingham,Standard Ensuite,0,0,2026-07-13T18:55:35Z,5267,Calthorpe Court - Standard Ensuite - 26/27 - 12/09 - 51wk 2026,2026 / 2027,0,false,Disabled,-,2026-09-12,2027-09-04,51,51,https://hfs.bookings.basepms.com/?city=Birmingham&property=Calthorpe+Court&roomType=Standard+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Homes for Students,Causeway View,Aberdeen,Classic Ensuite,8,10,2026-07-13T18:55:35Z,8447,Causeway View - Classic Ensuite - 26/27 - 05/09 - 17wk 2026,2026 / 2027,165,true,Enabled,-,2026-09-05,2027-01-02,17,17,https://hfs.bookings.basepms.com/?city=Aberdeen&property=Causeway+View&roomType=Classic+Ensuite&tenancyLength=17+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:32.000000Z,
Homes for Students,Causeway View,Aberdeen,Classic Ensuite,8,10,2026-07-13T18:55:35Z,2122,Causeway View - Classic Ensuite - 26/27 - 05/09 - 51wk 2026,2026 / 2027,139,true,Enabled,-,2026-09-05,2027-08-28,51,51,https://hfs.bookings.basepms.com/?city=Aberdeen&property=Causeway+View&roomType=Classic+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:26.000000Z,
Homes for Students,Causeway View,Aberdeen,Classic Ensuite,8,10,2026-07-13T18:55:35Z,2123,Causeway View - Classic Ensuite - 26/27 - 05/09 - 44wk 2026,2026 / 2027,139,true,Enabled,-,2026-09-05,2027-07-10,44,44,https://hfs.bookings.basepms.com/?city=Aberdeen&property=Causeway+View&roomType=Classic+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:24.000000Z,
Homes for Students,Causeway View,Aberdeen,Classic Ensuite,8,10,2026-07-13T18:55:35Z,2124,Causeway View - Classic Ensuite - 26/27 - 05/09 - 40wk 2026,2026 / 2027,165,true,Enabled,-,2026-09-05,2027-06-12,40,40,https://hfs.bookings.basepms.com/?city=Aberdeen&property=Causeway+View&roomType=Classic+Ensuite&tenancyLength=40+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:24.000000Z,
Homes for Students,Causeway View,Aberdeen,Classic Ensuite,8,10,2026-07-13T18:55:35Z,8448,Causeway View - Classic Ensuite - 26/27 - 09/01 - 33wk 2026,2026 / 2027,165,true,Disabled,-,2026-01-09,2026-08-28,33,6,https://hfs.bookings.basepms.com/?city=Aberdeen&property=Causeway+View&roomType=Classic+Ensuite&tenancyLength=33+weeks&academicYear=2026+%2F+2027,2026-05-18T16:14:04.000000Z,
Homes for Students,Causeway View,Aberdeen,Classic Ensuite,8,10,2026-07-13T18:55:35Z,2119,Causeway View - Classic Ensuite - 25/26 - 28/02 - 14wk 2026,2025 / 2026,135,true,Disabled,-,2026-02-28,2026-06-06,14,0,https://hfs.bookings.basepms.com/?city=Aberdeen&property=Causeway+View&roomType=Classic+Ensuite&tenancyLength=14+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:16.000000Z,
Homes for Students,Causeway View,Aberdeen,Classic Ensuite,8,10,2026-07-13T18:55:35Z,2120,Causeway View - Classic Ensuite - 25/26 - 28/02 - 19wk 2026,2025 / 2026,135,true,Disabled,-,2026-02-28,2026-07-11,19,0,https://hfs.bookings.basepms.com/?city=Aberdeen&property=Causeway+View&roomType=Classic+Ensuite&tenancyLength=19+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:16.000000Z,
Homes for Students,Causeway View,Aberdeen,Classic Ensuite,8,10,2026-07-13T18:55:35Z,2121,Causeway View - Classic Ensuite - 25/26 - 28/02 - 26wk 2026,2025 / 2026,135,true,Disabled,-,2026-02-28,2026-08-29,26,7,https://hfs.bookings.basepms.com/?city=Aberdeen&property=Causeway+View&roomType=Classic+Ensuite&tenancyLength=26+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:16.000000Z,
Homes for Students,Causeway View,Aberdeen,Classic Studio,1,1,2026-07-13T18:55:35Z,2126,Causeway View - Classic Studio - 26/27 - 05/09 - 51wk 2026,2026 / 2027,219,true,Enabled,-,2026-09-05,2027-08-28,51,51,https://hfs.bookings.basepms.com/?city=Aberdeen&property=Causeway+View&roomType=Classic+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Homes for Students,Causeway View,Aberdeen,Premium Ensuite,2,10,2026-07-13T18:55:35Z,2125,Causeway View - Premium Ensuite - 26/27 - 05/09 - 51wk 2026,2026 / 2027,149,true,Enabled,-,2026-09-05,2027-08-28,51,51,https://hfs.bookings.basepms.com/?city=Aberdeen&property=Causeway+View&roomType=Premium+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Homes for Students,Causeway View,Aberdeen,Premium Ensuite,2,10,2026-07-13T18:55:35Z,2127,Causeway View - Premium Ensuite - 26/27 - 05/09 - 44wk 2026,2026 / 2027,159,true,Enabled,-,2026-09-05,2027-07-10,44,44,https://hfs.bookings.basepms.com/?city=Aberdeen&property=Causeway+View&roomType=Premium+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Homes for Students,Causeway View,Aberdeen,Premium Plus Studio,4,10,2026-07-13T18:55:35Z,2339,Causeway View - Premium Plus Studio - 25/26 - 28/02 - 14wk 2026,2025 / 2026,250,true,Disabled,-,2026-02-28,2026-06-06,14,0,https://hfs.bookings.basepms.com/?city=Aberdeen&property=Causeway+View&roomType=Premium+Plus+Studio&tenancyLength=14+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:16.000000Z,
Homes for Students,Causeway View,Aberdeen,Premium Plus Studio,4,10,2026-07-13T18:55:35Z,2340,Causeway View - Premium Plus Studio - 25/26 - 28/02 - 19wk 2026,2025 / 2026,250,true,Disabled,-,2026-02-28,2026-07-11,19,0,https://hfs.bookings.basepms.com/?city=Aberdeen&property=Causeway+View&roomType=Premium+Plus+Studio&tenancyLength=19+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:16.000000Z,
Homes for Students,Causeway View,Aberdeen,Premium Plus Studio,4,10,2026-07-13T18:55:35Z,2341,Causeway View - Premium Plus Studio - 25/26 - 28/02 - 26wk 2026,2025 / 2026,250,true,Disabled,-,2026-02-28,2026-08-29,26,7,https://hfs.bookings.basepms.com/?city=Aberdeen&property=Causeway+View&roomType=Premium+Plus+Studio&tenancyLength=26+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:16.000000Z,
Homes for Students,Causeway View,Aberdeen,Premium Plus Studio,4,10,2026-07-13T18:55:35Z,2342,Causeway View - Premium Plus Studio - 26/27 - 05/09 - 51wk 2026,2026 / 2027,255,true,Enabled,-,2026-09-05,2027-08-28,51,51,https://hfs.bookings.basepms.com/?city=Aberdeen&property=Causeway+View&roomType=Premium+Plus+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Homes for Students,Causeway View,Aberdeen,Premium Studio,2,10,2026-07-13T18:55:35Z,2335,Causeway View - Premium Studio - 26/27 - 05/09 - 51wk 2026,2026 / 2027,229,true,Enabled,-,2026-09-05,2027-08-28,51,51,https://hfs.bookings.basepms.com/?city=Aberdeen&property=Causeway+View&roomType=Premium+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Homes for Students,Causeway View,Aberdeen,Premium Studio,2,10,2026-07-13T18:55:35Z,2336,Causeway View - Premium Studio - 26/27 - 05/09 - 44wk 2026,2026 / 2027,239,true,Enabled,-,2026-09-05,2027-07-10,44,44,https://hfs.bookings.basepms.com/?city=Aberdeen&property=Causeway+View&roomType=Premium+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Homes for Students,Causeway View,Aberdeen,Standard Ensuite,0,1,2026-07-13T18:55:35Z,2337,Causeway View - Standard Ensuite - 26/27 - 05/09 - 51wk 2026,2026 / 2027,0,false,Enabled,-,2026-09-05,2027-08-28,51,51,https://hfs.bookings.basepms.com/?city=Aberdeen&property=Causeway+View&roomType=Standard+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:26.000000Z,
Evo Student,Centre Court,Nottingham,Bronze Studio,2,10,2026-07-13T18:55:35Z,2380,Centre Court - Bronze Studio - 25/26 - 28/02 - 20wk 2026,2025 / 2026,189,true,Enabled,-,2026-02-28,2026-07-18,20,1,https://evostudent.hfs.bookings.basepms.com/?city=Nottingham&property=Centre+Court&roomType=Bronze+Studio&tenancyLength=20+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:20.000000Z,
Evo Student,Centre Court,Nottingham,Bronze Studio,2,10,2026-07-13T18:55:35Z,2381,Centre Court - Bronze Studio - 25/26 - 28/02 - 26wk 2026,2025 / 2026,189,true,Enabled,-,2026-02-28,2026-08-29,26,7,https://evostudent.hfs.bookings.basepms.com/?city=Nottingham&property=Centre+Court&roomType=Bronze+Studio&tenancyLength=26+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:20.000000Z,
Evo Student,Centre Court,Nottingham,Classic Ensuite,1,0,2026-07-13T18:55:35Z,2391,Centre Court - Classic Ensuite - 26/27 - 12/09 - 51wk 2026,2026 / 2027,0,false,Disabled,-,2026-09-12,2027-09-04,51,51,https://evostudent.hfs.bookings.basepms.com/?city=Nottingham&property=Centre+Court&roomType=Classic+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:24.000000Z,
Evo Student,Centre Court,Nottingham,Classic Ensuite,1,0,2026-07-13T18:55:35Z,8193,Centre Court - Classic Ensuite - 26/27 - 12/09 - 45wk 2026,2026 / 2027,0,false,Disabled,-,2026-09-12,2027-07-24,45,45,https://evostudent.hfs.bookings.basepms.com/?city=Nottingham&property=Centre+Court&roomType=Classic+Ensuite&tenancyLength=45+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:31.000000Z,
Evo Student,Centre Court,Nottingham,Classic Ensuite,1,0,2026-07-13T18:55:35Z,2389,Centre Court - Classic Ensuite - 25/26 - 28/02 - 20wk 2026,2025 / 2026,0,false,Disabled,-,2026-02-28,2026-07-18,20,1,https://evostudent.hfs.bookings.basepms.com/?city=Nottingham&property=Centre+Court&roomType=Classic+Ensuite&tenancyLength=20+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:20.000000Z,
Evo Student,Centre Court,Nottingham,Classic Ensuite,1,0,2026-07-13T18:55:35Z,2390,Centre Court - Classic Ensuite - 25/26 - 28/02 - 26wk 2026,2025 / 2026,174,true,Disabled,-,2026-02-28,2026-08-29,26,7,https://evostudent.hfs.bookings.basepms.com/?city=Nottingham&property=Centre+Court&roomType=Classic+Ensuite&tenancyLength=26+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:20.000000Z,
Evo Student,Centre Court,Nottingham,Classic Ensuite with Terrace,0,1,2026-07-13T18:55:35Z,2525,Centre Court - Classic Ensuite with Terrace - 26/27 - 12/09 - 51wk 2026,2026 / 2027,185,false,Enabled,-,2026-09-12,2027-09-04,51,51,https://evostudent.hfs.bookings.basepms.com/?city=Nottingham&property=Centre+Court&roomType=Classic+Ensuite+with+Terrace&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:24.000000Z,
Evo Student,Centre Court,Nottingham,Diamond Studio,1,10,2026-07-13T18:55:35Z,2384,Centre Court - Diamond Studio - 25/26 - 28/02 - 20wk 2026,2025 / 2026,0,false,Disabled,-,2026-02-28,2026-07-18,20,1,https://evostudent.hfs.bookings.basepms.com/?city=Nottingham&property=Centre+Court&roomType=Diamond+Studio&tenancyLength=20+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:20.000000Z,
Evo Student,Centre Court,Nottingham,Diamond Studio,1,10,2026-07-13T18:55:35Z,2385,Centre Court - Diamond Studio - 25/26 - 28/02 - 26wk 2026,2025 / 2026,199,true,Enabled,-,2026-02-28,2026-08-29,26,7,https://evostudent.hfs.bookings.basepms.com/?city=Nottingham&property=Centre+Court&roomType=Diamond+Studio&tenancyLength=26+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:20.000000Z,
Evo Student,Centre Court,Nottingham,Gold Studio,2,10,2026-07-13T18:55:35Z,2366,Centre Court - Gold Studio - 26/27 - 12/09 - 45wk 2026,2026 / 2027,230,true,Enabled,-,2026-09-12,2027-07-24,45,45,https://evostudent.hfs.bookings.basepms.com/?city=Nottingham&property=Centre+Court&roomType=Gold+Studio&tenancyLength=45+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:24.000000Z,
Evo Student,Centre Court,Nottingham,Gold Studio,2,10,2026-07-13T18:55:35Z,2367,Centre Court - Gold Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,219,true,Enabled,-,2026-09-12,2027-09-04,51,51,https://evostudent.hfs.bookings.basepms.com/?city=Nottingham&property=Centre+Court&roomType=Gold+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:24.000000Z,
Evo Student,Centre Court,Nottingham,Gold Studio with Terrace,1,1,2026-07-13T18:55:35Z,2526,Centre Court - 26/27 - 12/09 - 51wk 2026,2026 / 2027,235,true,Enabled,-,2026-09-12,2027-09-04,51,51,https://evostudent.hfs.bookings.basepms.com/?city=Nottingham&property=Centre+Court&roomType=Gold+Studio+with+Terrace&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Evo Student,Centre Court,Nottingham,Gold Townhouse,1,10,2026-07-13T18:55:35Z,2395,Centre Court - Gold Townhouse - 26/27 - 12/09 - 51wk 2026,2026 / 2027,229,true,Enabled,-,2026-09-12,2027-09-04,51,51,https://evostudent.hfs.bookings.basepms.com/?city=Nottingham&property=Centre+Court&roomType=Gold+Townhouse&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-03-01T16:28:11.000000Z,
Evo Student,Centre Court,Nottingham,Platinum Ensuite,3,1,2026-07-13T18:55:35Z,2368,Centre Court - Platinum Ensuite - 25/26 - 28/02 - 20wk 2026,2025 / 2026,199,true,Enabled,-,2026-02-28,2026-07-18,20,1,https://evostudent.hfs.bookings.basepms.com/?city=Nottingham&property=Centre+Court&roomType=Platinum+Ensuite&tenancyLength=20+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:20.000000Z,
Evo Student,Centre Court,Nottingham,Platinum Ensuite,3,1,2026-07-13T18:55:35Z,2369,Centre Court - Platinum Ensuite - 25/26 - 28/02 - 26wk 2026,2025 / 2026,181,true,Enabled,-,2026-02-28,2026-08-29,26,7,https://evostudent.hfs.bookings.basepms.com/?city=Nottingham&property=Centre+Court&roomType=Platinum+Ensuite&tenancyLength=26+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:20.000000Z,
Evo Student,Centre Court,Nottingham,Platinum Ensuite,3,1,2026-07-13T18:55:35Z,2371,Centre Court - Platinum Ensuite - 26/27 - 12/09 - 51wk 2026,2026 / 2027,199,true,Enabled,-,2026-09-12,2027-09-04,51,51,https://evostudent.hfs.bookings.basepms.com/?city=Nottingham&property=Centre+Court&roomType=Platinum+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:24.000000Z,
Evo Student,Centre Court,Nottingham,Platinum Plus Ensuite,0,0,2026-07-13T18:55:35Z,2529,Centre Court - Platinum Plus Ensuite - 26/27 - 12/09 - 51wk 2026,2026 / 2027,184,false,Disabled,-,2026-09-12,2027-09-04,51,51,https://evostudent.hfs.bookings.basepms.com/?city=Nottingham&property=Centre+Court&roomType=Platinum+Plus+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:24.000000Z,
Evo Student,Centre Court,Nottingham,Platinum Plus Studio,2,10,2026-07-13T18:55:35Z,2378,Centre Court - Platinum Plus Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,259,true,Enabled,-,2026-09-12,2027-09-04,51,51,https://evostudent.hfs.bookings.basepms.com/?city=Nottingham&property=Centre+Court&roomType=Platinum+Plus+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
